iter	Logloss
356	0.3476422442
357	0.347450695
358	0.3473030255
359	0.3470618702
360	0.3468808892
361	0.3467759526
362	0.3466156886
363	0.3462785369
364	0.3460305415
365	0.3459892338
366	0.3457336546
367	0.3454559462
368	0.3453509971
369	0.3450077709
370	0.3446852392
371	0.3445127614
372	0.344461395
373	0.344330424
374	0.3441345272
375	0.3440054446
376	0.3438095784
377	0.3436653291
378	0.3434523631
379	0.3433232989
380	0.343172805
381	0.3429726849
382	0.3426301528
383	0.3422684077
384	0.3420299554
385	0.3418344335
386	0.3416229113
387	0.3413958617
388	0.341107441
389	0.3408895209
390	0.3407282187
391	0.3406111004
392	0.3404968506
393	0.3403445851
394	0.3401121862
395	0.3398933636
396	0.3396790545
397	0.3393376756
398	0.3390667574
399	0.3387522229
400	0.3384784614
401	0.3381110079
402	0.3378196702
403	0.3375825927
404	0.3374848699
405	0.3373684153
406	0.3371222371
407	0.3368316938
408	0.3366842562
409	0.3364291357
410	0.3362645615
411	0.3360151602
412	0.3356041253
413	0.3353986303
414	0.3353374874
415	0.3352474223
416	0.3350393926
417	0.3347539598
418	0.334580205
419	0.334500032
420	0.3342443024
421	0.3341340768
422	0.3339740577
423	0.3338626186
424	0.3337992516
425	0.3335956815
426	0.333358347
427	0.3331034863
428	0.3328992161
429	0.3325817287
430	0.3324165262
431	0.3322027133
432	0.3319458507
433	0.3318068739
434	0.3316135131
435	0.3313829649
436	0.3311534148
437	0.3310485685
438	0.3308771161
439	0.3307196433
440	0.3304361191
441	0.3303093265
442	0.330087181
443	0.329916042
444	0.3298426187
445	0.3294970788
446	0.3292233703
447	0.3292008925
448	0.3289079337
449	0.3287844598
450	0.3286739971
451	0.3284169353
452	0.3281948441
453	0.3278783172
454	0.3277412777
455	0.3275583072
456	0.3272153472
457	0.3272046707
458	0.3270894246
459	0.3268500907
460	0.3264554681
461	0.3263124429
462	0.3262235561
463	0.3259077667
464	0.3258353371
465	0.3255586982
466	0.3253575515
467	0.3251934041
468	0.3251831714
469	0.3250878222
470	0.3248909864
471	0.3246519532
472	0.3244334957
473	0.3243140248
474	0.324233712
475	0.3240996546
476	0.3239647391
477	0.3235949375
478	0.3233644819
479	0.3232239548
480	0.3231099085
481	0.3230136892
482	0.3228341075
483	0.3227166811
484	0.3224198277
485	0.3222686178
486	0.3219871197
487	0.3219578826
488	0.3218410792
489	0.3216806647
490	0.3214361684
491	0.3212431163
492	0.3211230502
493	0.3208817276
494	0.320785564
495	0.3205743285
496	0.3204785058
497	0.3202489873
498	0.3200185582
499	0.319898262
500	0.3196988322
501	0.3195899718
502	0.3194215374
503	0.3191964944
504	0.3188169575
505	0.3187347803
506	0.3186564597
507	0.318581371
508	0.3183804813
509	0.3182080752
510	0.3179684542
511	0.3178159495
512	0.3176336748
513	0.3175323756
514	0.3174680555
515	0.317416603
516	0.3170936823
517	0.3169276115
518	0.3166922905
519	0.3164423065
520	0.3163270969
521	0.316042782
522	0.3158906405
523	0.3157546197
524	0.3156205026
525	0.3155491655
526	0.3154320011
527	0.3152572565
528	0.3150286251
529	0.3149097101
530	0.3148115249
531	0.3147208365
532	0.3143499759
533	0.3142758834
534	0.3141544249
535	0.3140340456
536	0.3137757914
537	0.313630208
538	0.3134288726
539	0.3132591597
540	0.313049829
541	0.3129712435
542	0.3127252046
543	0.3124461002
544	0.312387966
545	0.3123023343
546	0.312111551
547	0.3119236925
548	0.3116062956
549	0.3113500741
550	0.3111332898
551	0.3109178737
552	0.3108528233
553	0.3106549064
554	0.310521264
555	0.3104139521
556	0.3101711723
557	0.3100374375
558	0.3098275897
559	0.3092928919
560	0.3091207614
561	0.3090406737
562	0.3087886038
563	0.3086352911
564	0.3085005216
565	0.3084386696
566	0.3081490721
567	0.3080317993
568	0.3079153139
569	0.3078350335
570	0.3076441749
571	0.3076260454
572	0.3074977527
573	0.3073318785
574	0.3072136015
575	0.3071628417
576	0.3070202004
577	0.3067798892
578	0.3066854044
579	0.3065430533
580	0.3064105703
581	0.3061226167
582	0.3060491898
583	0.3059325036
584	0.3057839712
585	0.3055419401
586	0.3052382148
587	0.3051327288
588	0.3048602258
589	0.3047426129
590	0.3045230055
591	0.3042854655
592	0.3041690448
593	0.3040123379
594	0.3039260937
595	0.3037684411
596	0.3034325832
597	0.3032877465
598	0.3031614723
599	0.3028805081
600	0.3026743019
601	0.3025689769
602	0.3024911827
603	0.3023569944
604	0.3022044838
605	0.3020635342
606	0.3019968555
607	0.3018713248
608	0.3017488413
609	0.3015755932
610	0.3014466661
611	0.3013526144
612	0.3010776967
613	0.3008056711
614	0.3007322172
615	0.300584816
616	0.3004088291
617	0.30023215
618	0.2998636703
619	0.2995629288
620	0.2993697236
621	0.2992884186
622	0.2990874111
623	0.298970708
624	0.2989043634
625	0.2987504429
626	0.2986197527
627	0.2985462108
628	0.2983427866
629	0.2981926259
630	0.2980319623
631	0.2976793088
632	0.2975119205
633	0.2973836646
634	0.2971819793
635	0.2970872194
636	0.2969264501
637	0.2966329325
638	0.2965174685
639	0.296400689
640	0.2962502498
641	0.2962030453
642	0.2960948075
643	0.296020127
644	0.2958409626
645	0.2957445102
646	0.2955429741
647	0.2954537199
648	0.2952699748
649	0.2952030684
650	0.2951104698
651	0.294962589
652	0.2949376314
653	0.2947801073
654	0.2945972316
655	0.2945459607
656	0.2943148393
657	0.2941459072
658	0.2939936272
659	0.2937620194
660	0.2936361718
661	0.2935188781
662	0.2932600301
663	0.2931142164
664	0.2929336208
665	0.2928316561
666	0.2925353169
667	0.2924422586
668	0.2924126745
669	0.2923234939
670	0.2921742811
671	0.2919547682
672	0.2917914454
673	0.2916805179
674	0.2914686275
675	0.291346043
676	0.2912594317
677	0.2911658585
678	0.2910989882
679	0.2909582722
680	0.290790929
681	0.2907368651
682	0.290539602
683	0.290370222
684	0.2902930606
685	0.290050839
686	0.2899549502
687	0.2898180439
688	0.2895645962
689	0.2894108508
690	0.2893244547
691	0.2891562166
692	0.2890108591
693	0.2889174616
694	0.2888058831
695	0.2884119694
696	0.2882946659
697	0.2881882186
698	0.2879862352
699	0.2878688693
700	0.2876474302
701	0.2874094323
702	0.2872561458
703	0.2870688429
704	0.2869923766
705	0.2868918497
706	0.2868276969
707	0.2865883366
708	0.2862094276
709	0.2860732196
710	0.2859907481
711	0.2858678485
712	0.2857840836
713	0.2856785126
714	0.2856189495
715	0.2854859485
716	0.2852268864
717	0.2849666808
718	0.2848491445
719	0.2848027378
720	0.2846461083
721	0.2846007189
722	0.2845114064
723	0.2845037568
724	0.284408285
725	0.2843526185
726	0.2841543057
727	0.2839231073
728	0.2836527944
729	0.2835652635
730	0.2834782124
731	0.283420584
732	0.2831931948
733	0.2829282533
734	0.2826113342
735	0.2824793112
736	0.2823669569
737	0.282232573
738	0.2820487502
739	0.2819355121
740	0.2818308733
741	0.2817645937
742	0.2816223191
743	0.2814226084
744	0.2811796407
745	0.2810342887
746	0.2807902406
747	0.2806814854
748	0.2805761129
749	0.2804370593
750	0.2802701798
751	0.280138538
752	0.2800344691
753	0.2799138221
754	0.2798306528
755	0.2796620566
756	0.2796035006
757	0.2795263492
758	0.279350688
759	0.2791234887
760	0.2790093778
761	0.2787410963
762	0.2785433443
763	0.2784822816
764	0.2782122986
765	0.2780648169
766	0.2779404295
767	0.2778666793
768	0.2777887431
769	0.277705794
770	0.2774386794
771	0.2771841656
772	0.2770252179
773	0.2768393086
774	0.2767775642
775	0.2765751996
776	0.2764909573
777	0.2763162745
778	0.2762113191
779	0.2760739912
780	0.2759654514
781	0.2759534186
782	0.2756991042
783	0.2756529407
784	0.2755796138
785	0.2754952105
786	0.2754523898
787	0.2752756383
788	0.2751993779
789	0.2750447472
790	0.2747432421
791	0.2746774587
792	0.2745904095
793	0.2743184351
794	0.2741395763
795	0.2740420415
796	0.2740004341
797	0.2738449492
798	0.2735557096
799	0.2734445197
800	0.2732330378
801	0.2731641849
802	0.2729351836
803	0.272813474
804	0.2726703205
805	0.2725629421
806	0.2723833999
807	0.2722152708
808	0.2720676264
809	0.2720551007
810	0.2717260683
811	0.2715880087
812	0.271478106
813	0.2711691238
814	0.2709561066
815	0.2708223755
816	0.270741844
817	0.2706336373
818	0.2704317793
819	0.2703082294
820	0.2701439376
821	0.2699507962
822	0.2697088563
823	0.2695334996
824	0.2693714641
825	0.2691418756
826	0.2689573394
827	0.2689067467
828	0.2687546989
829	0.2686709108
830	0.2685846313
831	0.268232761
832	0.2681502825
833	0.267947023
834	0.2678372694
835	0.2677254668
836	0.2676366282
837	0.2675793236
838	0.2674170243
839	0.2673034678
840	0.2672594692
841	0.2671679749
842	0.2670858138
843	0.2668812486
844	0.2668193251
845	0.2667549101
846	0.2666441798
847	0.2664747487
848	0.2662636739
849	0.266062426
850	0.2657600762
851	0.2655028577
852	0.2654568018
853	0.2653191539
854	0.265246754
855	0.2649259202
856	0.2648603263
857	0.264630038
858	0.2645945538
859	0.2644186168
860	0.2642705035
861	0.2640391465
862	0.2639069833
863	0.2636839641
864	0.2635739004
865	0.2635089595
866	0.2632235903
867	0.2629580662
868	0.2628499575
869	0.262750546
870	0.2626106086
871	0.2624633344
872	0.262370095
873	0.2622572153
874	0.2621707069
875	0.261933548
876	0.2618458598
877	0.2615955925
878	0.2615092219
879	0.2613724669
880	0.2613459687
881	0.2611527917
882	0.2609917295
883	0.2607033455
884	0.2605856268
885	0.2605143626
886	0.2601986141
887	0.2599520246
888	0.2599188228
889	0.2598179152
890	0.2597267114
891	0.2595893406
892	0.259265083
893	0.2591832038
894	0.2590090939
895	0.2589371498
896	0.2588918565
897	0.2587192693
898	0.2586269705
899	0.2584503129
900	0.2581897606
901	0.258068663
902	0.2579378155
903	0.2577827834
904	0.2575808065
905	0.2573715333
906	0.2572465245
907	0.2571690764
908	0.257019836
909	0.2568037284
910	0.2564605119
911	0.256383716
912	0.2562212502
913	0.2561665745
914	0.2559913787
915	0.2556756006
916	0.2555088279
917	0.2552285301
918	0.2550811825
919	0.2550118556
920	0.2548374271
921	0.2547693966
922	0.2546406277
923	0.2544099012
924	0.2541291093
925	0.2539512323
926	0.2538762072
927	0.253584301
928	0.2534438624
929	0.253227479
930	0.2527396549
931	0.2525764609
932	0.2524436032
933	0.2523625451
934	0.2521772771
935	0.2520571981
936	0.2519680984
937	0.2518603182
938	0.2517340782
939	0.2516413767
940	0.2514698869
941	0.2513260956
942	0.2511884884
943	0.251104637
944	0.2509681841
945	0.2507140376
946	0.2504495467
947	0.2503091617
948	0.2500435611
949	0.2499385687
950	0.2497953424
951	0.2496435668
952	0.2493505684
953	0.2491842567
954	0.2490280468
955	0.2487081504
956	0.2484736794
957	0.2483759421
958	0.2482862534
959	0.2479897586
960	0.2479374942
961	0.2478159764
962	0.2476340824
963	0.2473525851
964	0.2471721176
965	0.2470844564
966	0.2469048991
967	0.2467231334
968	0.2465927634
969	0.2464870806
970	0.246331838
971	0.2460975631
972	0.2459937044
973	0.245883481
974	0.24580281
975	0.2456835554
976	0.2455884337
977	0.2455341375
978	0.2452994854
979	0.2451700047
980	0.244883933
981	0.2447040892
982	0.2445751423
983	0.2445329094
984	0.2444688921
985	0.2444101826
986	0.2443024931
987	0.2440389579
988	0.243959767
989	0.2437837553
990	0.2436225584
991	0.2434676492
992	0.2433304932
993	0.2431295152
994	0.243038497
995	0.2428969306
996	0.2427805811
997	0.242681216
998	0.2425891012
999	0.2424213921
